path,type,subtype,speaker,label
google_speech_commands_v1/sheila/c90c0105_nohash_1.wav,reject,google_speech,c90c0105,31
google_speech_commands_v1/no/42beb5eb_nohash_0.wav,reject,google_speech,42beb5eb,31
synthetics/vocalware/neural/ita/engine2_voice10_cmd13.wav,synthetic,vocalware_neural,engine2,13
commands/1179001292/ita/ita_24.wav,command,telegram_bot,1179001292,24
google_speech_commands_v1/three/6736bc64_nohash_2.wav,reject,google_speech,6736bc64,31
google_speech_commands_v1/left/b1f8326d_nohash_1.wav,reject,google_speech,b1f8326d,31
google_speech_commands_v1/cat/0fa1e7a9_nohash_0.wav,reject,google_speech,0fa1e7a9,31
synthetics/vocalware/neural/ita/engine2_voice9_cmd4.wav,synthetic,vocalware_neural,engine2,4
commands/357011102/ita/ita_3.wav,command,telegram_bot,357011102,3
google_speech_commands_v1/yes/0ea0e2f4_nohash_0.wav,reject,google_speech,0ea0e2f4,31
google_speech_commands_v1/five/b97c9f77_nohash_0.wav,reject,google_speech,b97c9f77,31
google_speech_commands_v1/three/7c1d8533_nohash_5.wav,reject,google_speech,7c1d8533,31
synthetics/google/neural/ita/IT_Standard_C_cmd14.wav,synthetic,google_neural,IT_Standard_C,14
commands/1299468493/ita/ita_13.wav,command,telegram_bot,1299468493,13
synthetics/vocalware/neural/ita/engine2_voice2_cmd9.wav,synthetic,vocalware_neural,engine2,9
commands/133699592/ita/ita_21.wav,command,telegram_bot,133699592,21
synthetics/google/neural/ita/IT_Standard_C_cmd6.wav,synthetic,google_neural,IT_Standard_C,6
google_speech_commands_v1/on/27c30960_nohash_0.wav,reject,google_speech,27c30960,31
google_speech_commands_v1/left/964e8cfd_nohash_2.wav,reject,google_speech,964e8cfd,31
commands/296821092/ita/ita_17.wav,command,telegram_bot,296821092,17
google_speech_commands_v1/right/409c962a_nohash_1.wav,reject,google_speech,409c962a,31
google_speech_commands_v1/marvin/16db1582_nohash_1.wav,reject,google_speech,16db1582,31
commands/322249374/ita/ita_7.wav,command,telegram_bot,322249374,7
synthetics/polly/standard/ita/Carla_29.wav,synthetic,polly_standard,Carla,29
google_speech_commands_v1/bed/653a48f5_nohash_0.wav,reject,google_speech,653a48f5,31
google_speech_commands_v1/five/10f2bb12_nohash_0.wav,reject,google_speech,10f2bb12,31
google_speech_commands_v1/wow/541120c7_nohash_0.wav,reject,google_speech,541120c7,31
google_speech_commands_v1/tree/c24d96eb_nohash_0.wav,reject,google_speech,c24d96eb,31
commands/2112819853/ita/ita_11.wav,command,telegram_bot,2112819853,11
commands/362625280/ita/ita_13.wav,command,telegram_bot,362625280,13
google_speech_commands_v1/five/9cde5de8_nohash_0.wav,reject,google_speech,9cde5de8,31
commands/1005594640/ita/ita_19.wav,command,telegram_bot,1005594640,19
commands/190987356/ita/ita_11.wav,command,telegram_bot,190987356,11
commands/1304767958/ita/ita_28.wav,command,telegram_bot,1304767958,28
commands/1908394421/ita/ita_21.wav,command,telegram_bot,1908394421,21
google_speech_commands_v1/zero/9a69672b_nohash_0.wav,reject,google_speech,9a69672b,31
google_speech_commands_v1/nine/135c6841_nohash_0.wav,reject,google_speech,135c6841,31
google_speech_commands_v1/dog/2fa39636_nohash_0.wav,reject,google_speech,2fa39636,31
google_speech_commands_v1/bird/105e72bb_nohash_0.wav,reject,google_speech,105e72bb,31
google_speech_commands_v1/down/96c67073_nohash_0.wav,reject,google_speech,96c67073,31
google_speech_commands_v1/five/5c8af87a_nohash_2.wav,reject,google_speech,5c8af87a,31
google_speech_commands_v1/six/7fd25f7c_nohash_0.wav,reject,google_speech,7fd25f7c,31
commands/190987356/ita/ita_4.wav,command,telegram_bot,190987356,4
commands/1304767958/ita/ita_7.wav,command,telegram_bot,1304767958,7
google_speech_commands_v1/three/471a0925_nohash_1.wav,reject,google_speech,471a0925,31
google_speech_commands_v1/cat/412c675c_nohash_0.wav,reject,google_speech,412c675c,31
google_speech_commands_v1/eight/dd086776_nohash_0.wav,reject,google_speech,dd086776,31
commands/1304767958/ita/ita_0.wav,command,telegram_bot,1304767958,0
google_speech_commands_v1/seven/e8e960fd_nohash_1.wav,reject,google_speech,e8e960fd,31
google_speech_commands_v1/two/439c84f4_nohash_1.wav,reject,google_speech,439c84f4,31
commands/268005350/ita/ita_4.wav,command,telegram_bot,268005350,4
commands/222556755/ita/ita_8.wav,command,telegram_bot,222556755,8
commands/365307573/ita/ita_23.wav,command,telegram_bot,365307573,23
commands/2066516850/ita/ita_22.wav,command,telegram_bot,2066516850,22
commands/198584602/ita/ita_7.wav,command,telegram_bot,198584602,7
google_speech_commands_v1/eight/aa233654_nohash_0.wav,reject,google_speech,aa233654,31
google_speech_commands_v1/stop/e41a903b_nohash_2.wav,reject,google_speech,e41a903b,31
google_speech_commands_v1/six/29b81b73_nohash_0.wav,reject,google_speech,29b81b73,31
google_speech_commands_v1/house/48a8a69d_nohash_0.wav,reject,google_speech,48a8a69d,31
google_speech_commands_v1/bird/5828dfa2_nohash_0.wav,reject,google_speech,5828dfa2,31
commands/2140135041/ita/eng_23.wav,command,telegram_bot,2140135041,23
google_speech_commands_v1/wow/3aa6f4e2_nohash_0.wav,reject,google_speech,3aa6f4e2,31
google_speech_commands_v1/up/f0ae7203_nohash_0.wav,reject,google_speech,f0ae7203,31
commands/1145359176/ita/ita_1.wav,command,telegram_bot,1145359176,1
google_speech_commands_v1/eight/81dc4a94_nohash_0.wav,reject,google_speech,81dc4a94,31
commands/1069744512/ita/ita_22.wav,command,telegram_bot,1069744512,22
commands/1179001292/ita/ita_20.wav,command,telegram_bot,1179001292,20
commands/179847597/ita/ita_27.wav,command,telegram_bot,179847597,27
google_speech_commands_v1/five/5f814c23_nohash_0.wav,reject,google_speech,5f814c23,31
google_speech_commands_v1/on/e54a0f16_nohash_3.wav,reject,google_speech,e54a0f16,31
google_speech_commands_v1/on/94de6a6a_nohash_1.wav,reject,google_speech,94de6a6a,31
commands/1936687856/ita/ita_2.wav,command,telegram_bot,1936687856,2
commands/2058616/ita/ita_23.wav,command,telegram_bot,2058616,23
google_speech_commands_v1/dog/7195ffa6_nohash_0.wav,reject,google_speech,7195ffa6,31
commands/1883652161/ita/ita_7.wav,command,telegram_bot,1883652161,7
google_speech_commands_v1/go/c518d1b1_nohash_1.wav,reject,google_speech,c518d1b1,31
google_speech_commands_v1/on/692a88e6_nohash_2.wav,reject,google_speech,692a88e6,31
google_speech_commands_v1/tree/fde2dee7_nohash_1.wav,reject,google_speech,fde2dee7,31
google_speech_commands_v1/seven/ab7b5acd_nohash_0.wav,reject,google_speech,ab7b5acd,31
google_speech_commands_v1/right/56eb74ae_nohash_1.wav,reject,google_speech,56eb74ae,31
commands/1028780533/ita/ita_4.wav,command,telegram_bot,1028780533,4
google_speech_commands_v1/yes/541120c7_nohash_0.wav,reject,google_speech,541120c7,31
google_speech_commands_v1/down/b0c0197e_nohash_0.wav,reject,google_speech,b0c0197e,31
google_speech_commands_v1/right/ad63d93c_nohash_0.wav,reject,google_speech,ad63d93c,31
synthetics/google/neural/ita/IT_Standard_A_cmd8.wav,synthetic,google_neural,IT_Standard_A,8
google_speech_commands_v1/six/94de6a6a_nohash_1.wav,reject,google_speech,94de6a6a,31
google_speech_commands_v1/on/1bc45db9_nohash_0.wav,reject,google_speech,1bc45db9,31
google_speech_commands_v1/stop/f0ae7203_nohash_0.wav,reject,google_speech,f0ae7203,31
google_speech_commands_v1/stop/d197e3ae_nohash_0.wav,reject,google_speech,d197e3ae,31
google_speech_commands_v1/go/3bdf05d3_nohash_0.wav,reject,google_speech,3bdf05d3,31
google_speech_commands_v1/cat/91223b83_nohash_1.wav,reject,google_speech,91223b83,31
google_speech_commands_v1/five/d874a786_nohash_1.wav,reject,google_speech,d874a786,31
google_speech_commands_v1/one/bdee441c_nohash_3.wav,reject,google_speech,bdee441c,31
google_speech_commands_v1/one/d91a159e_nohash_0.wav,reject,google_speech,d91a159e,31
google_speech_commands_v1/nine/dbb40d24_nohash_2.wav,reject,google_speech,dbb40d24,31
commands/2145431989/ita/ita_26.wav,command,telegram_bot,2145431989,26
google_speech_commands_v1/five/9db2bfe9_nohash_2.wav,reject,google_speech,9db2bfe9,31
google_speech_commands_v1/on/7fd25f7c_nohash_2.wav,reject,google_speech,7fd25f7c,31
commands/179847597/ita/ita_2.wav,command,telegram_bot,179847597,2
google_speech_commands_v1/down/aa233654_nohash_0.wav,reject,google_speech,aa233654,31
synthetics/azure/neural/ita/DiegoNeural_20.wav,synthetic,azure_neural,DiegoNeural,20
commands/334596431/ita/ita_20.wav,command,telegram_bot,334596431,20
google_speech_commands_v1/house/f428ca69_nohash_0.wav,reject,google_speech,f428ca69,31
commands/1132842894/ita/ita_13.wav,command,telegram_bot,1132842894,13
google_speech_commands_v1/four/fd32732a_nohash_2.wav,reject,google_speech,fd32732a,31
google_speech_commands_v1/yes/b49caed3_nohash_1.wav,reject,google_speech,b49caed3,31
google_speech_commands_v1/two/91223b83_nohash_0.wav,reject,google_speech,91223b83,31
synthetics/google/standard/ita/IT_Wavenet_B_cmd25.wav,synthetic,google_standard,IT_Wavenet_B,25
google_speech_commands_v1/no/aa233654_nohash_0.wav,reject,google_speech,aa233654,31
commands/1299468493/ita/ita_7.wav,command,telegram_bot,1299468493,7
google_speech_commands_v1/nine/9a7c1f83_nohash_4.wav,reject,google_speech,9a7c1f83,31
google_speech_commands_v1/up/f2dd248e_nohash_0.wav,reject,google_speech,f2dd248e,31
synthetics/vocalware/neural/ita/engine2_voice5_cmd16.wav,synthetic,vocalware_neural,engine2,16
commands/1095491263/ita/ita_28.wav,command,telegram_bot,1095491263,28
google_speech_commands_v1/up/20d3f11f_nohash_1.wav,reject,google_speech,20d3f11f,31
google_speech_commands_v1/dog/6b889021_nohash_0.wav,reject,google_speech,6b889021,31
google_speech_commands_v1/seven/96c67073_nohash_0.wav,reject,google_speech,96c67073,31
google_speech_commands_v1/six/cc592808_nohash_1.wav,reject,google_speech,cc592808,31
google_speech_commands_v1/three/e1469561_nohash_3.wav,reject,google_speech,e1469561,31
google_speech_commands_v1/three/7ca023e2_nohash_0.wav,reject,google_speech,7ca023e2,31
google_speech_commands_v1/house/d9462202_nohash_0.wav,reject,google_speech,d9462202,31
commands/166000575/ita/ita_22.wav,command,telegram_bot,166000575,22
google_speech_commands_v1/happy/c0e0f834_nohash_0.wav,reject,google_speech,c0e0f834,31
google_speech_commands_v1/sheila/62ff07ef_nohash_2.wav,reject,google_speech,62ff07ef,31
google_speech_commands_v1/go/d0faf7e4_nohash_1.wav,reject,google_speech,d0faf7e4,31
commands/1780966140/ita/ita_7.wav,command,telegram_bot,1780966140,7
commands/2045192328/ita/ita_2.wav,command,telegram_bot,2045192328,2
commands/279763508/ita/ita_10.wav,command,telegram_bot,279763508,10
commands/222556755/ita/ita_25.wav,command,telegram_bot,222556755,25
commands/1609876882/ita/ita_25.wav,command,telegram_bot,1609876882,25
commands/142490997/ita/ita_0.wav,command,telegram_bot,142490997,0
commands/1212263007/ita/ita_22.wav,command,telegram_bot,1212263007,22
google_speech_commands_v1/one/c90c0105_nohash_0.wav,reject,google_speech,c90c0105,31
google_speech_commands_v1/right/099d52ad_nohash_1.wav,reject,google_speech,099d52ad,31
commands/224710733/ita/ita_10.wav,command,telegram_bot,224710733,10
google_speech_commands_v1/on/bdee441c_nohash_0.wav,reject,google_speech,bdee441c,31
google_speech_commands_v1/four/56eb74ae_nohash_0.wav,reject,google_speech,56eb74ae,31
commands/247786014/ita/ita_25.wav,command,telegram_bot,247786014,25
google_speech_commands_v1/stop/1a9afd33_nohash_1.wav,reject,google_speech,1a9afd33,31
commands/2109142388/ita/ita_29.wav,command,telegram_bot,2109142388,29
google_speech_commands_v1/marvin/989a2213_nohash_0.wav,reject,google_speech,989a2213,31
google_speech_commands_v1/six/37dca74f_nohash_1.wav,reject,google_speech,37dca74f,31
commands/189947376/ita/ita_17.wav,command,telegram_bot,189947376,17
commands/1284329670/ita/ita_0.wav,command,telegram_bot,1284329670,0
google_speech_commands_v1/house/6940f7f3_nohash_1.wav,reject,google_speech,6940f7f3,31
commands/322249374/ita/ita_4.wav,command,telegram_bot,322249374,4
commands/388942547/ita/ita_8.wav,command,telegram_bot,388942547,8
google_speech_commands_v1/no/e1469561_nohash_1.wav,reject,google_speech,e1469561,31
commands/184960439/ita/ita_21.wav,command,telegram_bot,184960439,21
synthetics/vocalware/neural/ita/engine2_voice10_cmd9.wav,synthetic,vocalware_neural,engine2,9
google_speech_commands_v1/seven/881583a6_nohash_0.wav,reject,google_speech,881583a6,31
google_speech_commands_v1/right/68dd409e_nohash_0.wav,reject,google_speech,68dd409e,31
commands/1780966140/ita/ita_11.wav,command,telegram_bot,1780966140,11
commands/184960439/ita/ita_24.wav,command,telegram_bot,184960439,24
commands/395387919/ita/ita_9.wav,command,telegram_bot,395387919,9
google_speech_commands_v1/one/b487da60_nohash_1.wav,reject,google_speech,b487da60,31
commands/1230421796/ita/ita_26.wav,command,telegram_bot,1230421796,26
google_speech_commands_v1/three/d5ca80c6_nohash_0.wav,reject,google_speech,d5ca80c6,31
google_speech_commands_v1/seven/c4e1f6e0_nohash_0.wav,reject,google_speech,c4e1f6e0,31
google_speech_commands_v1/two/0e17f595_nohash_0.wav,reject,google_speech,0e17f595,31
google_speech_commands_v1/sheila/7bae88ed_nohash_0.wav,reject,google_speech,7bae88ed,31
google_speech_commands_v1/one/dbb40d24_nohash_3.wav,reject,google_speech,dbb40d24,31
google_speech_commands_v1/wow/9cde5de8_nohash_1.wav,reject,google_speech,9cde5de8,31
commands/1364524938/ita/ita_1.wav,command,telegram_bot,1364524938,1
google_speech_commands_v1/zero/eee9b9e2_nohash_0.wav,reject,google_speech,eee9b9e2,31
commands/1506793015/ita/ita_29.wav,command,telegram_bot,1506793015,29
commands/199231711/ita/ita_3.wav,command,telegram_bot,199231711,3
google_speech_commands_v1/bird/412c675c_nohash_1.wav,reject,google_speech,412c675c,31
google_speech_commands_v1/yes/44bc77f7_nohash_1.wav,reject,google_speech,44bc77f7,31
commands/267561261/ita/ita_23.wav,command,telegram_bot,267561261,23
google_speech_commands_v1/right/29b81b73_nohash_2.wav,reject,google_speech,29b81b73,31
commands/2114791016/ita/ita_3.wav,command,telegram_bot,2114791016,3
google_speech_commands_v1/go/af405b69_nohash_0.wav,reject,google_speech,af405b69,31
commands/190682718/ita/ita_4.wav,command,telegram_bot,190682718,4
google_speech_commands_v1/on/bdee441c_nohash_4.wav,reject,google_speech,bdee441c,31
google_speech_commands_v1/go/7fd25f7c_nohash_1.wav,reject,google_speech,7fd25f7c,31
google_speech_commands_v1/five/7dc95912_nohash_2.wav,reject,google_speech,7dc95912,31
commands/1299468493/ita/ita_4.wav,command,telegram_bot,1299468493,4
commands/1415529430/ita/ita_7.wav,command,telegram_bot,1415529430,7
commands/1035156532/ita/ita_28.wav,command,telegram_bot,1035156532,28
google_speech_commands_v1/right/dbb40d24_nohash_3.wav,reject,google_speech,dbb40d24,31
commands/1035156532/ita/ita_29.wav,command,telegram_bot,1035156532,29
synthetics/vocalware/neural/ita/engine2_voice2_cmd11.wav,synthetic,vocalware_neural,engine2,11
commands/1145359176/ita/ita_0.wav,command,telegram_bot,1145359176,0
google_speech_commands_v1/wow/47d01978_nohash_0.wav,reject,google_speech,47d01978,31
google_speech_commands_v1/eight/20d3f11f_nohash_0.wav,reject,google_speech,20d3f11f,31
google_speech_commands_v1/off/68dd409e_nohash_1.wav,reject,google_speech,68dd409e,31
google_speech_commands_v1/wow/257e17e0_nohash_2.wav,reject,google_speech,257e17e0,31
google_speech_commands_v1/cat/7bae88ed_nohash_0.wav,reject,google_speech,7bae88ed,31
commands/166000575/ita/eng_23.wav,command,telegram_bot,166000575,23
commands/1064283897/ita/ita_24.wav,command,telegram_bot,1064283897,24
google_speech_commands_v1/up/563aa4e6_nohash_2.wav,reject,google_speech,563aa4e6,31
google_speech_commands_v1/zero/f5e5e8b0_nohash_0.wav,reject,google_speech,f5e5e8b0,31
commands/1659685150/ita/ita_9.wav,command,telegram_bot,1659685150,9
google_speech_commands_v1/zero/bed06fac_nohash_0.wav,reject,google_speech,bed06fac,31
google_speech_commands_v1/stop/cd85758f_nohash_3.wav,reject,google_speech,cd85758f,31
commands/366052369/ita/ita_3.wav,command,telegram_bot,366052369,3
google_speech_commands_v1/zero/ab00c4b2_nohash_0.wav,reject,google_speech,ab00c4b2,31
google_speech_commands_v1/four/66cff190_nohash_0.wav,reject,google_speech,66cff190,31
synthetics/vocalware/neural/ita/engine2_voice1_cmd9.wav,synthetic,vocalware_neural,engine2,9
google_speech_commands_v1/off/8910e5ef_nohash_1.wav,reject,google_speech,8910e5ef,31
google_speech_commands_v1/sheila/85834399_nohash_1.wav,reject,google_speech,85834399,31
commands/190682718/ita/ita_20.wav,command,telegram_bot,190682718,20
google_speech_commands_v1/two/9db2bfe9_nohash_1.wav,reject,google_speech,9db2bfe9,31
synthetics/vocalware/neural/ita/engine2_voice6_cmd22.wav,synthetic,vocalware_neural,engine2,22
commands/2114791016/ita/ita_24.wav,command,telegram_bot,2114791016,24
google_speech_commands_v1/bed/1942abd7_nohash_0.wav,reject,google_speech,1942abd7,31
google_speech_commands_v1/tree/23ad12d8_nohash_0.wav,reject,google_speech,23ad12d8,31
google_speech_commands_v1/cat/060cd039_nohash_1.wav,reject,google_speech,060cd039,31
google_speech_commands_v1/marvin/f292725f_nohash_0.wav,reject,google_speech,f292725f,31
google_speech_commands_v1/tree/7ca023e2_nohash_0.wav,reject,google_speech,7ca023e2,31
google_speech_commands_v1/two/adebe223_nohash_0.wav,reject,google_speech,adebe223,31
google_speech_commands_v1/wow/c4cfbe43_nohash_0.wav,reject,google_speech,c4cfbe43,31
google_speech_commands_v1/on/97f4c236_nohash_3.wav,reject,google_speech,97f4c236,31
google_speech_commands_v1/wow/f3cee168_nohash_0.wav,reject,google_speech,f3cee168,31
commands/238016822/ita/ita_14.wav,command,telegram_bot,238016822,14
google_speech_commands_v1/stop/dbaf8fc6_nohash_1.wav,reject,google_speech,dbaf8fc6,31
synthetics/google/neural/ita/IT_Standard_A_cmd26.wav,synthetic,google_neural,IT_Standard_A,26
google_speech_commands_v1/left/264f471d_nohash_3.wav,reject,google_speech,264f471d,31
google_speech_commands_v1/yes/7192fddc_nohash_0.wav,reject,google_speech,7192fddc,31
commands/1864451770/ita/ita_26.wav,command,telegram_bot,1864451770,26
google_speech_commands_v1/nine/4c841771_nohash_0.wav,reject,google_speech,4c841771,31
google_speech_commands_v1/seven/b97c9f77_nohash_2.wav,reject,google_speech,b97c9f77,31
google_speech_commands_v1/four/6736bc64_nohash_0.wav,reject,google_speech,6736bc64,31
google_speech_commands_v1/off/989a2213_nohash_0.wav,reject,google_speech,989a2213,31
google_speech_commands_v1/one/3ff840aa_nohash_1.wav,reject,google_speech,3ff840aa,31
google_speech_commands_v1/zero/9db2bfe9_nohash_0.wav,reject,google_speech,9db2bfe9,31
google_speech_commands_v1/no/6940f7f3_nohash_1.wav,reject,google_speech,6940f7f3,31
commands/1035156532/ita/ita_10.wav,command,telegram_bot,1035156532,10
google_speech_commands_v1/zero/48a8a69d_nohash_1.wav,reject,google_speech,48a8a69d,31
google_speech_commands_v1/bed/ccea893d_nohash_1.wav,reject,google_speech,ccea893d,31
google_speech_commands_v1/nine/5c8af87a_nohash_3.wav,reject,google_speech,5c8af87a,31
synthetics/vocalware/neural/ita/engine2_voice10_cmd25.wav,synthetic,vocalware_neural,engine2,25
commands/233601088/ita/ita_30.wav,command,telegram_bot,233601088,30
google_speech_commands_v1/down/adebe223_nohash_1.wav,reject,google_speech,adebe223,31
google_speech_commands_v1/house/ad63d93c_nohash_0.wav,reject,google_speech,ad63d93c,31
commands/2025799315/ita/ita_1.wav,command,telegram_bot,2025799315,1
google_speech_commands_v1/eight/b83c1acf_nohash_2.wav,reject,google_speech,b83c1acf,31
google_speech_commands_v1/five/b49caed3_nohash_2.wav,reject,google_speech,b49caed3,31
google_speech_commands_v1/up/b97c9f77_nohash_0.wav,reject,google_speech,b97c9f77,31
google_speech_commands_v1/stop/f17be97f_nohash_2.wav,reject,google_speech,f17be97f,31
google_speech_commands_v1/eight/412c675c_nohash_0.wav,reject,google_speech,412c675c,31
synthetics/vocalware/neural/ita/engine2_voice9_cmd17.wav,synthetic,vocalware_neural,engine2,17
google_speech_commands_v1/yes/c22d3f18_nohash_3.wav,reject,google_speech,c22d3f18,31
synthetics/google/standard/ita/IT_Wavenet_A_cmd23.wav,synthetic,google_standard,IT_Wavenet_A,23
google_speech_commands_v1/three/a6d586b7_nohash_4.wav,reject,google_speech,a6d586b7,31
google_speech_commands_v1/go/b97c9f77_nohash_2.wav,reject,google_speech,b97c9f77,31
google_speech_commands_v1/on/62641b88_nohash_0.wav,reject,google_speech,62641b88,31
google_speech_commands_v1/zero/7e1054e7_nohash_0.wav,reject,google_speech,7e1054e7,31
commands/388942547/ita/mc_ita_16.wav,command,telegram_bot,388942547,16
commands/2128855261/ita/ita_23.wav,command,telegram_bot,2128855261,23
google_speech_commands_v1/off/e54a0f16_nohash_0.wav,reject,google_speech,e54a0f16,31
google_speech_commands_v1/right/f2dd248e_nohash_1.wav,reject,google_speech,f2dd248e,31
google_speech_commands_v1/five/8fe52b97_nohash_1.wav,reject,google_speech,8fe52b97,31
google_speech_commands_v1/off/264f471d_nohash_1.wav,reject,google_speech,264f471d,31
google_speech_commands_v1/sheila/52bfbce8_nohash_0.wav,reject,google_speech,52bfbce8,31
google_speech_commands_v1/five/3aa6f4e2_nohash_0.wav,reject,google_speech,3aa6f4e2,31
google_speech_commands_v1/nine/c22d3f18_nohash_2.wav,reject,google_speech,c22d3f18,31
synthetics/azure/neural/ita/ElsaNeural_30.wav,synthetic,azure_neural,ElsaNeural,30
commands/1364524938/ita/ita_3.wav,command,telegram_bot,1364524938,3
commands/1086043658/ita/ita_12.wav,command,telegram_bot,1086043658,12
google_speech_commands_v1/up/cfde27ba_nohash_0.wav,reject,google_speech,cfde27ba,31
google_speech_commands_v1/six/ad63d93c_nohash_3.wav,reject,google_speech,ad63d93c,31
google_speech_commands_v1/stop/81dc4a94_nohash_0.wav,reject,google_speech,81dc4a94,31
commands/1145359176/ita/ita_6.wav,command,telegram_bot,1145359176,6
commands/1630728501/ita/ita_21.wav,command,telegram_bot,1630728501,21
commands/1028780533/ita/ita_2.wav,command,telegram_bot,1028780533,2
commands/132762273/ita/ita_10.wav,command,telegram_bot,132762273,10
google_speech_commands_v1/six/e6e29c47_nohash_0.wav,reject,google_speech,e6e29c47,31
google_speech_commands_v1/off/dca2797e_nohash_0.wav,reject,google_speech,dca2797e,31
commands/1323114146/ita/ita_12.wav,command,telegram_bot,1323114146,12
google_speech_commands_v1/six/16db1582_nohash_0.wav,reject,google_speech,16db1582,31
google_speech_commands_v1/dog/c7124b73_nohash_0.wav,reject,google_speech,c7124b73,31
synthetics/vocalware/neural/ita/engine2_voice1_cmd21.wav,synthetic,vocalware_neural,engine2,21
google_speech_commands_v1/two/1b4c9b89_nohash_4.wav,reject,google_speech,1b4c9b89,31
commands/2144627614/ita/ita_29.wav,command,telegram_bot,2144627614,29
synthetics/polly/standard/ita/Carla_24.wav,synthetic,polly_standard,Carla,24
commands/1544136214/ita/ita_21.wav,command,telegram_bot,1544136214,21
google_speech_commands_v1/dog/cd85758f_nohash_0.wav,reject,google_speech,cd85758f,31
google_speech_commands_v1/sheila/e41a903b_nohash_0.wav,reject,google_speech,e41a903b,31
commands/2025799315/ita/ita_4.wav,command,telegram_bot,2025799315,4
google_speech_commands_v1/tree/6021f08b_nohash_0.wav,reject,google_speech,6021f08b,31
synthetics/vocalware/neural/ita/engine3_voice2_cmd20.wav,synthetic,vocalware_neural,engine3,20
google_speech_commands_v1/yes/e41a903b_nohash_1.wav,reject,google_speech,e41a903b,31
google_speech_commands_v1/down/b83c1acf_nohash_1.wav,reject,google_speech,b83c1acf,31
google_speech_commands_v1/up/e14a99a5_nohash_1.wav,reject,google_speech,e14a99a5,31
commands/238016822/ita/ita_2.wav,command,telegram_bot,238016822,2
google_speech_commands_v1/five/8523766b_nohash_1.wav,reject,google_speech,8523766b,31
google_speech_commands_v1/zero/7fd25f7c_nohash_1.wav,reject,google_speech,7fd25f7c,31
commands/2109142388/ita/ita_7.wav,command,telegram_bot,2109142388,7
google_speech_commands_v1/bed/f34e6f44_nohash_0.wav,reject,google_speech,f34e6f44,31
google_speech_commands_v1/on/81dc4a94_nohash_1.wav,reject,google_speech,81dc4a94,31
google_speech_commands_v1/nine/283d7a53_nohash_1.wav,reject,google_speech,283d7a53,31
google_speech_commands_v1/up/439c84f4_nohash_3.wav,reject,google_speech,439c84f4,31
commands/232282882/ita/ita_12.wav,command,telegram_bot,232282882,12
google_speech_commands_v1/four/9a356ab9_nohash_1.wav,reject,google_speech,9a356ab9,31
synthetics/google/standard/ita/IT_Wavenet_B_cmd11.wav,synthetic,google_standard,IT_Wavenet_B,11
google_speech_commands_v1/sheila/f264e0df_nohash_0.wav,reject,google_speech,f264e0df,31
